Station,Measurement,Messgrösse,Messwert,Einheit,Retrieved
Bunthaus,25.10.2025 14:50,Chlorophyll (gesamt),30.7,µg/l,2025-10-25T19:00:01.768319Z
Bunthaus,25.10.2025 15:50,Trübung,12.4,FNU,2025-10-25T19:00:01.768319Z
Bunthaus,25.10.2025 15:50,Wassertemperatur,10.9,°C,2025-10-25T19:00:01.768319Z
Bunthaus,25.10.2025 15:50,Sauerstoffsättigung,94.4,%,2025-10-25T19:00:01.768319Z
Bunthaus,25.10.2025 15:50,Sauerstoffkonzentration,10.4,mg/l,2025-10-25T19:00:01.768319Z
Bunthaus,25.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-25T19:00:01.768319Z
Blankenese,25.10.2025 16:00,Sauerstoffkonzentration,8.3,mg/l,2025-10-25T19:00:01.842132Z
Blankenese,25.10.2025 16:00,Sauerstoffsättigung,77.6,%,2025-10-25T19:00:01.842132Z
Blankenese,25.10.2025 16:00,Wassertemperatur,12.0,°C,2025-10-25T19:00:01.842132Z
Blankenese,25.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-25T19:00:01.842132Z
Blankenese,25.10.2025 16:00,Trübung,51.8,FNU,2025-10-25T19:00:01.842132Z
Bunthaus,25.10.2025 14:50,Chlorophyll Kieselalgen,12.4,µg/l,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 14:50,Chlorophyll Grünalgen,13.9,µg/l,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 14:50,Chlorophyll (gesamt),30.7,µg/l,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 15:50,Trübung,12.4,FNU,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 15:50,Wassertemperatur,10.9,°C,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 15:50,Sauerstoffsättigung,94.4,%,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 15:50,Sauerstoffkonzentration,10.4,mg/l,2025-10-25T22:00:01.723334Z
Bunthaus,25.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-25T22:00:01.723334Z
Blankenese,25.10.2025 16:00,Sauerstoffkonzentration,8.3,mg/l,2025-10-25T22:00:01.798176Z
Blankenese,25.10.2025 16:00,Sauerstoffsättigung,77.6,%,2025-10-25T22:00:01.798176Z
Blankenese,25.10.2025 16:00,Wassertemperatur,12.0,°C,2025-10-25T22:00:01.798176Z
Blankenese,25.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-25T22:00:01.798176Z
Blankenese,25.10.2025 16:00,Trübung,51.8,FNU,2025-10-25T22:00:01.798176Z
Bunthaus,25.10.2025 14:50,Chlorophyll Kieselalgen,12.4,µg/l,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 14:50,Chlorophyll Grünalgen,13.9,µg/l,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 14:50,Chlorophyll (gesamt),30.7,µg/l,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 15:50,Trübung,12.4,FNU,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 15:50,Wassertemperatur,10.9,°C,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 15:50,Sauerstoffsättigung,94.4,%,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 15:50,Sauerstoffkonzentration,10.4,mg/l,2025-10-26T02:00:02.232368Z
Bunthaus,25.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-26T02:00:02.232368Z
Blankenese,25.10.2025 16:00,Sauerstoffkonzentration,8.3,mg/l,2025-10-26T02:00:02.308080Z
Blankenese,25.10.2025 16:00,Sauerstoffsättigung,77.6,%,2025-10-26T02:00:02.308080Z
Blankenese,25.10.2025 16:00,Wassertemperatur,12.0,°C,2025-10-26T02:00:02.308080Z
Blankenese,25.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-26T02:00:02.308080Z
Blankenese,25.10.2025 16:00,Trübung,51.8,FNU,2025-10-26T02:00:02.308080Z
Bunthaus,25.10.2025 14:50,Chlorophyll Kieselalgen,12.4,µg/l,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 14:50,Chlorophyll Grünalgen,13.9,µg/l,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 14:50,Chlorophyll (gesamt),30.7,µg/l,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 15:50,Trübung,12.4,FNU,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 15:50,Wassertemperatur,10.9,°C,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 15:50,Sauerstoffsättigung,94.4,%,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 15:50,Sauerstoffkonzentration,10.4,mg/l,2025-10-26T05:00:01.803980Z
Bunthaus,25.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-26T05:00:01.803980Z
Blankenese,25.10.2025 16:00,Sauerstoffkonzentration,8.3,mg/l,2025-10-26T05:00:01.889134Z
Blankenese,25.10.2025 16:00,Sauerstoffsättigung,77.6,%,2025-10-26T05:00:01.889134Z
Blankenese,25.10.2025 16:00,Wassertemperatur,12.0,°C,2025-10-26T05:00:01.889134Z
Blankenese,25.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-26T05:00:01.889134Z
Blankenese,25.10.2025 16:00,Trübung,51.8,FNU,2025-10-26T05:00:01.889134Z
Bunthaus,26.10.2025 06:20,Chlorophyll (gesamt),20.3,µg/l,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:20,Chlorophyll Kieselalgen,7.0,µg/l,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:20,Chlorophyll Grünalgen,10.0,µg/l,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:50,Sauerstoffkonzentration,9.6,mg/l,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:50,Wassertemperatur,11.0,°C,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:50,pH-Wert,7.9,ohne,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:50,Sauerstoffsättigung,87.2,%,2025-10-26T08:00:02.537401Z
Bunthaus,26.10.2025 06:50,Trübung,18.3,FNU,2025-10-26T08:00:02.537401Z
Blankenese,26.10.2025 07:00,Sauerstoffsättigung,79.3,%,2025-10-26T08:00:02.613939Z
Blankenese,26.10.2025 07:00,Wassertemperatur,11.9,°C,2025-10-26T08:00:02.613939Z
Blankenese,26.10.2025 07:00,Trübung,67.6,FNU,2025-10-26T08:00:02.613939Z
Blankenese,26.10.2025 07:00,Sauerstoffkonzentration,8.5,mg/l,2025-10-26T08:00:02.613939Z
Blankenese,26.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-26T08:00:02.613939Z
Bunthaus,26.10.2025 06:20,Chlorophyll (gesamt),20.3,µg/l,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:20,Chlorophyll Kieselalgen,7.0,µg/l,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:20,Chlorophyll Grünalgen,10.0,µg/l,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:50,Sauerstoffkonzentration,9.6,mg/l,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:50,Wassertemperatur,11.0,°C,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:50,pH-Wert,7.9,ohne,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:50,Sauerstoffsättigung,87.2,%,2025-10-26T11:00:01.984441Z
Bunthaus,26.10.2025 06:50,Trübung,18.3,FNU,2025-10-26T11:00:01.984441Z
Blankenese,26.10.2025 07:00,Sauerstoffsättigung,79.3,%,2025-10-26T11:00:02.061994Z
Blankenese,26.10.2025 07:00,Wassertemperatur,11.9,°C,2025-10-26T11:00:02.061994Z
Blankenese,26.10.2025 07:00,Trübung,67.6,FNU,2025-10-26T11:00:02.061994Z
Blankenese,26.10.2025 07:00,Sauerstoffkonzentration,8.5,mg/l,2025-10-26T11:00:02.061994Z
Blankenese,26.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-26T11:00:02.061994Z
Bunthaus,26.10.2025 11:50,Sauerstoffsättigung,93.5,%,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,Sauerstoffkonzentration,10.4,mg/l,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,Wassertemperatur,10.4,°C,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,Trübung,14.2,FNU,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,Chlorophyll Grünalgen,10.7,µg/l,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,Chlorophyll (gesamt),24.6,µg/l,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,pH-Wert,8.0,ohne,2025-10-26T14:00:01.588548Z
Bunthaus,26.10.2025 11:50,Chlorophyll Kieselalgen,9.6,µg/l,2025-10-26T14:00:01.588548Z
Blankenese,26.10.2025 12:00,Wassertemperatur,11.7,°C,2025-10-26T14:00:01.672044Z
Blankenese,26.10.2025 12:00,Sauerstoffkonzentration,8.6,mg/l,2025-10-26T14:00:01.672044Z
Blankenese,26.10.2025 12:00,pH-Wert,7.7,ohne,2025-10-26T14:00:01.672044Z
Blankenese,26.10.2025 12:00,Trübung,37.9,FNU,2025-10-26T14:00:01.672044Z
Blankenese,26.10.2025 12:00,Sauerstoffsättigung,79.6,%,2025-10-26T14:00:01.672044Z
Bunthaus,26.10.2025 15:00,Chlorophyll Grünalgen,10.9,µg/l,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:00,Chlorophyll (gesamt),22.9,µg/l,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:00,Chlorophyll Kieselalgen,8.8,µg/l,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:50,Sauerstoffkonzentration,10.5,mg/l,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:50,Trübung,12.5,FNU,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:50,Sauerstoffsättigung,94.3,%,2025-10-26T17:00:01.999556Z
Bunthaus,26.10.2025 15:50,Wassertemperatur,10.4,°C,2025-10-26T17:00:01.999556Z
Blankenese,26.10.2025 16:00,Sauerstoffkonzentration,8.7,mg/l,2025-10-26T17:00:02.060043Z
Blankenese,26.10.2025 16:00,Sauerstoffsättigung,81.0,%,2025-10-26T17:00:02.060043Z
Blankenese,26.10.2025 16:00,Wassertemperatur,11.8,°C,2025-10-26T17:00:02.060043Z
Blankenese,26.10.2025 16:00,Trübung,110.9,FNU,2025-10-26T17:00:02.060043Z
Blankenese,26.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-26T17:00:02.060043Z
Bunthaus,26.10.2025 15:00,Chlorophyll Grünalgen,10.9,µg/l,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:00,Chlorophyll (gesamt),22.9,µg/l,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:00,Chlorophyll Kieselalgen,8.8,µg/l,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:50,Sauerstoffkonzentration,10.5,mg/l,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:50,Trübung,12.5,FNU,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:50,Sauerstoffsättigung,94.3,%,2025-10-26T20:00:02.097064Z
Bunthaus,26.10.2025 15:50,Wassertemperatur,10.4,°C,2025-10-26T20:00:02.097064Z
Blankenese,26.10.2025 16:00,Sauerstoffkonzentration,8.7,mg/l,2025-10-26T20:00:02.158648Z
Blankenese,26.10.2025 16:00,Sauerstoffsättigung,81.0,%,2025-10-26T20:00:02.158648Z
Blankenese,26.10.2025 16:00,Wassertemperatur,11.8,°C,2025-10-26T20:00:02.158648Z
Blankenese,26.10.2025 16:00,Trübung,110.9,FNU,2025-10-26T20:00:02.158648Z
Blankenese,26.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-26T20:00:02.158648Z
Bunthaus,26.10.2025 15:00,Chlorophyll Grünalgen,10.9,µg/l,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:00,Chlorophyll (gesamt),22.9,µg/l,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:00,Chlorophyll Kieselalgen,8.8,µg/l,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:50,Sauerstoffkonzentration,10.5,mg/l,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:50,Trübung,12.5,FNU,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:50,Sauerstoffsättigung,94.3,%,2025-10-26T23:00:01.870089Z
Bunthaus,26.10.2025 15:50,Wassertemperatur,10.4,°C,2025-10-26T23:00:01.870089Z
Blankenese,26.10.2025 16:00,Sauerstoffkonzentration,8.7,mg/l,2025-10-26T23:00:01.952402Z
Blankenese,26.10.2025 16:00,Sauerstoffsättigung,81.0,%,2025-10-26T23:00:01.952402Z
Blankenese,26.10.2025 16:00,Wassertemperatur,11.8,°C,2025-10-26T23:00:01.952402Z
Blankenese,26.10.2025 16:00,Trübung,110.9,FNU,2025-10-26T23:00:01.952402Z
Blankenese,26.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-26T23:00:01.952402Z
Bunthaus,26.10.2025 15:00,Chlorophyll Grünalgen,10.9,µg/l,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:00,Chlorophyll (gesamt),22.9,µg/l,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:00,Chlorophyll Kieselalgen,8.8,µg/l,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:50,Sauerstoffkonzentration,10.5,mg/l,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:50,Trübung,12.5,FNU,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:50,Sauerstoffsättigung,94.3,%,2025-10-27T02:00:02.453264Z
Bunthaus,26.10.2025 15:50,Wassertemperatur,10.4,°C,2025-10-27T02:00:02.453264Z
Blankenese,26.10.2025 16:00,Sauerstoffkonzentration,8.7,mg/l,2025-10-27T02:00:02.519447Z
Blankenese,26.10.2025 16:00,Sauerstoffsättigung,81.0,%,2025-10-27T02:00:02.519447Z
Blankenese,26.10.2025 16:00,Wassertemperatur,11.8,°C,2025-10-27T02:00:02.519447Z
Blankenese,26.10.2025 16:00,Trübung,110.9,FNU,2025-10-27T02:00:02.519447Z
Blankenese,26.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-27T02:00:02.519447Z
Bunthaus,26.10.2025 15:00,Chlorophyll Grünalgen,10.9,µg/l,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:00,Chlorophyll (gesamt),22.9,µg/l,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:00,Chlorophyll Kieselalgen,8.8,µg/l,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:50,Sauerstoffkonzentration,10.5,mg/l,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:50,pH-Wert,8.0,ohne,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:50,Trübung,12.5,FNU,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:50,Sauerstoffsättigung,94.3,%,2025-10-27T05:00:01.705138Z
Bunthaus,26.10.2025 15:50,Wassertemperatur,10.4,°C,2025-10-27T05:00:01.705138Z
Blankenese,26.10.2025 16:00,Sauerstoffkonzentration,8.7,mg/l,2025-10-27T05:00:01.778873Z
Blankenese,26.10.2025 16:00,Sauerstoffsättigung,81.0,%,2025-10-27T05:00:01.778873Z
Blankenese,26.10.2025 16:00,Wassertemperatur,11.8,°C,2025-10-27T05:00:01.778873Z
Blankenese,26.10.2025 16:00,Trübung,110.9,FNU,2025-10-27T05:00:01.778873Z
Blankenese,26.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-27T05:00:01.778873Z
Bunthaus,27.10.2025 06:30,Chlorophyll (gesamt),21.7,µg/l,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:30,Chlorophyll Kieselalgen,7.4,µg/l,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:30,Chlorophyll Grünalgen,10.6,µg/l,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:50,Sauerstoffkonzentration,10.3,mg/l,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:50,pH-Wert,8.0,ohne,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:50,Wassertemperatur,10.3,°C,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:50,Trübung,9.9,FNU,2025-10-27T08:00:01.727722Z
Bunthaus,27.10.2025 06:50,Sauerstoffsättigung,92.3,%,2025-10-27T08:00:01.727722Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-27T08:00:01.800673Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-27T08:00:01.800673Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-27T08:00:01.800673Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-27T08:00:01.800673Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-27T08:00:01.800673Z
Bunthaus,27.10.2025 06:30,Chlorophyll (gesamt),21.7,µg/l,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:30,Chlorophyll Kieselalgen,7.4,µg/l,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:30,Chlorophyll Grünalgen,10.6,µg/l,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:50,Sauerstoffkonzentration,10.3,mg/l,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:50,pH-Wert,8.0,ohne,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:50,Wassertemperatur,10.3,°C,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:50,Trübung,9.9,FNU,2025-10-27T11:00:01.963210Z
Bunthaus,27.10.2025 06:50,Sauerstoffsättigung,92.3,%,2025-10-27T11:00:01.963210Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-27T11:00:02.037068Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-27T11:00:02.037068Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-27T11:00:02.037068Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-27T11:00:02.037068Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-27T11:00:02.037068Z
Bunthaus,27.10.2025 10:50,Chlorophyll Grünalgen,9.5,µg/l,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 10:50,Chlorophyll Kieselalgen,8.2,µg/l,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 10:50,Chlorophyll (gesamt),21.0,µg/l,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 11:50,Wassertemperatur,10.0,°C,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 11:50,Sauerstoffsättigung,94.0,%,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 11:50,Trübung,9.8,FNU,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 11:50,Sauerstoffkonzentration,10.6,mg/l,2025-10-27T14:00:01.971982Z
Bunthaus,27.10.2025 11:50,pH-Wert,8.0,ohne,2025-10-27T14:00:01.971982Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-27T14:00:02.033740Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-27T14:00:02.033740Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-27T14:00:02.033740Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-27T14:00:02.033740Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-27T14:00:02.033740Z
Bunthaus,27.10.2025 15:10,Chlorophyll Kieselalgen,7.2,µg/l,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:10,Chlorophyll Grünalgen,8.8,µg/l,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:10,Chlorophyll (gesamt),19.0,µg/l,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:50,Trübung,8.5,FNU,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:50,Sauerstoffsättigung,95.1,%,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:50,Wassertemperatur,9.9,°C,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:50,pH-Wert,8.1,ohne,2025-10-27T17:00:01.758610Z
Bunthaus,27.10.2025 15:50,Sauerstoffkonzentration,10.7,mg/l,2025-10-27T17:00:01.758610Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-27T17:00:01.831767Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-27T17:00:01.831767Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-27T17:00:01.831767Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-27T17:00:01.831767Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-27T17:00:01.831767Z
Bunthaus,27.10.2025 15:10,Chlorophyll Kieselalgen,7.2,µg/l,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:10,Chlorophyll Grünalgen,8.8,µg/l,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:10,Chlorophyll (gesamt),19.0,µg/l,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:50,Trübung,8.5,FNU,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:50,Sauerstoffsättigung,95.1,%,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:50,Wassertemperatur,9.9,°C,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:50,pH-Wert,8.1,ohne,2025-10-27T20:00:02.389752Z
Bunthaus,27.10.2025 15:50,Sauerstoffkonzentration,10.7,mg/l,2025-10-27T20:00:02.389752Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-27T20:00:02.467813Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-27T20:00:02.467813Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-27T20:00:02.467813Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-27T20:00:02.467813Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-27T20:00:02.467813Z
Bunthaus,27.10.2025 15:10,Chlorophyll Kieselalgen,7.2,µg/l,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:10,Chlorophyll Grünalgen,8.8,µg/l,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:10,Chlorophyll (gesamt),19.0,µg/l,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:50,Trübung,8.5,FNU,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:50,Sauerstoffsättigung,95.1,%,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:50,Wassertemperatur,9.9,°C,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:50,pH-Wert,8.1,ohne,2025-10-27T23:00:01.660241Z
Bunthaus,27.10.2025 15:50,Sauerstoffkonzentration,10.7,mg/l,2025-10-27T23:00:01.660241Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-27T23:00:01.723842Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-27T23:00:01.723842Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-27T23:00:01.723842Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-27T23:00:01.723842Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-27T23:00:01.723842Z
Bunthaus,27.10.2025 15:10,Chlorophyll Kieselalgen,7.2,µg/l,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:10,Chlorophyll Grünalgen,8.8,µg/l,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:10,Chlorophyll (gesamt),19.0,µg/l,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:50,Trübung,8.5,FNU,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:50,Sauerstoffsättigung,95.1,%,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:50,Wassertemperatur,9.9,°C,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:50,pH-Wert,8.1,ohne,2025-10-28T02:00:02.512457Z
Bunthaus,27.10.2025 15:50,Sauerstoffkonzentration,10.7,mg/l,2025-10-28T02:00:02.512457Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-28T02:00:02.572568Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-28T02:00:02.572568Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-28T02:00:02.572568Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-28T02:00:02.572568Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-28T02:00:02.572568Z
Bunthaus,27.10.2025 15:10,Chlorophyll Kieselalgen,7.2,µg/l,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:10,Chlorophyll Grünalgen,8.8,µg/l,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:10,Chlorophyll (gesamt),19.0,µg/l,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:50,Trübung,8.5,FNU,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:50,Sauerstoffsättigung,95.1,%,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:50,Wassertemperatur,9.9,°C,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:50,pH-Wert,8.1,ohne,2025-10-28T05:00:02.176900Z
Bunthaus,27.10.2025 15:50,Sauerstoffkonzentration,10.7,mg/l,2025-10-28T05:00:02.176900Z
Blankenese,26.10.2025 21:30,Wassertemperatur,11.7,°C,2025-10-28T05:00:02.239551Z
Blankenese,26.10.2025 21:30,pH-Wert,7.7,ohne,2025-10-28T05:00:02.239551Z
Blankenese,26.10.2025 21:30,Sauerstoffkonzentration,8.9,mg/l,2025-10-28T05:00:02.239551Z
Blankenese,26.10.2025 21:30,Trübung,87.7,FNU,2025-10-28T05:00:02.239551Z
Blankenese,26.10.2025 21:30,Sauerstoffsättigung,82.6,%,2025-10-28T05:00:02.239551Z
Bunthaus,28.10.2025 06:40,Chlorophyll Grünalgen,9.1,µg/l,2025-10-28T08:00:02.564412Z
